,EFA US Equity,SPY US Equity,EEM US Equity,DBC US Equity,IYR US Equity,LQD US Equity,SHY US Equity
6/5/2012,47.275,129.07,36.945,24.77,60.415,116.15,84.47
6/6/2012,48.6,131.97,38.025,25.23,61.71,115.81,84.44
6/7/2012,48.67,132.05,38.26,25.06,61.41,116.05,84.43
6/8/2012,48.51,133.1,37.93,25.14,62.18,116.48,84.43
6/11/2012,48.04,131.415,37.385,24.68,60.96,116.46,84.43
6/12/2012,48.84,132.92,38.16,24.8001,61.531,116.12,84.39
6/13/2012,48.445,132.07,38.02,24.61,61.24,116.54,84.38
6/14/2012,48.815,133.47,38.285,24.9,62.07,116.4,84.39
6/15/2012,49.5,134.14,38.99,24.86,62.46,116.88,84.42
6/18/2012,49.36,134.4,39.07,24.88,62.95,116.83,84.4
6/19/2012,50.18,135.7,39.7,25.09,62.69,116.72,84.39
6/20/2012,50.47,135.48,39.57,24.68,62.61,116.77,84.36
6/21/2012,48.025,132.44,37.67,24.15,61.625,116.95,84.37
6/22/2012,48.44,133.46,37.79,24.39,61.68,116.86,84.38
6/25/2012,47.36,131.32,37.085,24.64,61.34,117.16,84.38
6/26/2012,47.665,131.98,37.41,24.81,61.61,117.28,84.36
6/27/2012,48.12,133.173,37.65,24.95,62,117.44,84.36
6/28/2012,48.22,132.79,37.47,24.68,62.52,117.62,84.37
6/29/2012,49.96,136.105,39.135,25.75,63.935,117.59,84.37
7/2/2012,50.29,136.51,39.125,25.7,64.62,117.82,84.37
7/3/2012,50.75,137.412,39.91,26.42,64.98,117.92,84.35
7/4/2012,50.75,137.412,39.91,26.42,64.98,117.92,84.35
7/5/2012,49.91,136.79,39.49,26.52,64.68,118.22,84.382
7/6/2012,49.44,135.49,38.77,25.91,64.77,118.52,84.41
7/9/2012,49.33,135.32,38.63,26.37,64.9,118.6,84.41
7/10/2012,49,134.14,38.2,26.03,64.13,118.57,84.41
7/11/2012,49.15,134.16,38.4,26.32,64.23,118.77,84.42
7/12/2012,48.66,133.51,37.76,26.38,64.51,119.37,84.44
7/13/2012,49.35,135.75,38.485,26.7,65.21,119.41,84.46
7/16/2012,49.335,135.43,38.395,27.03,65.46,119.74,84.49
7/17/2012,49.48,136.36,38.91,27.06,66.01,119.74,84.48
7/18/2012,49.87,137.37,38.81,27.3,65.5,120.4,84.5
7/19/2012,50.33,137.73,39.165,27.63,64.95,120.61,84.52
7/20/2012,49.145,136.47,38.585,27.63,64.73,120.7,84.53
7/23/2012,48.14,135.09,37.58,27.05,64.34,120.31,84.54
7/24/2012,47.615,133.925,37.415,26.89,64.08,120.5,84.52
7/25/2012,47.87,133.96,37.6,27.09,64.07,120.73,84.53
7/26/2012,49.33,136.17,38.45,27.14,64.59,120.92,84.53
7/27/2012,50.37,138.675,39.525,27.42,65.32,120.35,84.47
7/30/2012,50.31,138.68,39.3,27.58,65.5,120.66,84.51
7/31/2012,50,137.71,39.12,27.25,65.43,121.28,84.53
8/1/2012,50.01,137.59,39.19,27.29,65.24,120.76,84.49
8/2/2012,49.31,136.64,38.73,27.06,65.31,120.84,84.5
8/3/2012,50.99,139.349,39.93,27.52,65.79,120.55,84.47
8/6/2012,51.35,139.62,40.18,27.68,65.6,120.71,84.48
8/7/2012,51.78,140.32,40.29,27.89,64.92,120.08,84.44
8/8/2012,51.75,140.49,40.37,27.97,64.53,119.74,84.41
8/9/2012,51.78,140.61,40.54,28.2,64.34,119.66,84.41
8/10/2012,51.87,140.84,40.73,28.05,64.48,120,84.43
8/13/2012,51.62,140.77,40.365,27.83,64.46,119.75,84.44
8/14/2012,51.74,140.79,40.36,27.86,64.43,119.21,84.42
8/15/2012,51.59,140.95,40.3,28.1,64.61,118.65,84.39
8/16/2012,52.23,141.99,40.67,28.21,65.08,118.3,84.38
8/17/2012,52.3,142.18,40.47,28.25,65.05,118.46,84.39
8/20/2012,52.24,142.19,40.45,28.38,65,118.79,84.39
8/21/2012,52.54,141.76,40.39,28.64,65,118.99,84.39
8/22/2012,52.48,141.82,40.41,28.79,64.94,119.67,84.44
8/23/2012,52.18,140.665,40.04,28.65,64.77,119.76,84.45
8/24/2012,52.1,141.51,40.05,28.52,65.02,119.89,84.45
8/27/2012,52.13,141.54,39.64,28.39,65.16,120.04,84.44
8/28/2012,52.08,141.4,39.56,28.41,65.42,120.21,84.45
8/29/2012,51.92,141.51,39.37,28.46,65.44,119.96,84.45
8/30/2012,51.15,140.49,38.91,28.49,65.37,120,84.46
8/31/2012,51.6,141.16,39.28,28.79,65.63,120.83,84.51
9/3/2012,51.6,141.16,39.28,28.79,65.63,120.83,84.51
9/4/2012,51.34,141.03,39.065,28.8,65.96,120.16,84.48
9/5/2012,51.2,140.91,38.86,28.66,65.92,120.21,84.48
9/6/2012,52.475,143.77,39.725,28.65,66.44,119.68,84.44
9/7/2012,53.26,144.33,40.64,28.97,66.56,119.93,84.46
9/10/2012,52.84,143.51,40.12,29.01,66.13,119.92,84.44
9/11/2012,53.44,143.91,40.6,29.07,66.39,120.02,84.46
9/12/2012,53.79,144.39,40.78,29.22,66.64,119.78,84.45
9/13/2012,54.605,146.59,41.875,29.42,67.45,120.42,84.48
9/14/2012,55.15,147.24,42.37,29.73,67.8,119.7,84.44
9/17/2012,54.86,146.74,41.91,28.91,67.48,120.11,84.44
9/18/2012,54.63,146.62,41.925,28.7,66.9,120.48,84.45
9/19/2012,54.86,146.7,41.93,28.28,66.59,120.68,84.45
9/20/2012,54.5101,146.71,41.68,28.44,65.81,120.5818,84.43
9/21/2012,54.545,145.87,41.775,28.63,65.795,120.8,84.44
9/24/2012,54.35,145.645,41.74,28.33,65.72,120.98,84.45
9/25/2012,53.975,144.1,41.115,28.36,64.24,121.22,84.43
9/26/2012,53.43,143.295,40.925,28.16,64.175,121.56,84.45
9/27/2012,54.07,144.64,41.58,28.51,64.53,121.5,84.46
9/28/2012,53,143.97,41.325,28.68,64.38,121.77,84.5
10/1/2012,53.43,144.345,41.74,28.72,63.92,121.71,84.48
10/2/2012,53.64,144.5,41.8,28.57,64.46,121.75,84.46
10/3/2012,53.42,145.09,41.52,28.08,64.65,121.83,84.46
10/4/2012,54.07,146.125,41.945,28.69,64.41,121.73,84.46
10/5/2012,54.14,146.14,41.95,28.54,64.69,121.54,84.42
10/8/2012,53.82,145.642,41.58,28.46,64.42,121.86,84.43
10/9/2012,53.04,144.2,41.27,28.67,64.14,121.99,84.43
10/10/2012,52.89,143.28,41.02,28.62,64.22,122.21,84.42
10/11/2012,53.23,143.36,41.4,28.95,64.23,122.61,84.41
10/12/2012,53.17,142.89,41.27,28.55,63.95,122.75,84.44
10/15/2012,53.69,144.08,41.51,28.41,64.38,123.13,84.42
10/16/2012,54.58,145.54,41.94,28.43,64.68,123.05,84.416
10/17/2012,55.09,146.2,42.27,28.44,64.78,122.81,84.37
10/18/2012,54.88,145.82,42.155,28.43,65.39,122.58,84.38
10/19/2012,54.14,143.3896,41.5,28.0023,64.78,122.8,84.38
10/22/2012,54.52,143.41,41.9,27.87,64.55,122.51,84.35
10/23/2012,53.35,141.42,41.04,27.53,63.9006,122.72,84.39
10/24/2012,53.38,141.02,41.08,27.45,63.94,122.39,84.38
10/25/2012,53.7,141.43,41.5,27.52,63.66,122.04,84.35
10/26/2012,53.62,141.35,41.21,27.58,63.29,122.64,84.37
10/29/2012,53.62,141.35,41.21,27.58,63.29,122.64,84.37
10/30/2012,53.62,141.35,41.21,27.58,63.29,122.64,84.37
10/31/2012,53.575,141.35,41.15,27.56,64,123.02,84.42
11/1/2012,54.21,142.83,41.82,27.61,64.07,122.48,84.4
11/2/2012,53.685,141.56,41.6,27.14,64.4997,122.24,84.39
11/5/2012,53.5604,141.8486,41.8,27.37,64.02,122.3,84.39
11/6/2012,54.07,142.96,42.1301,27.8618,64.16,121.71,84.36
11/7/2012,53.26,139.72,41.4403,27.34,63.84,121.96,84.43
11/8/2012,52.78,138.04,40.92,27.38,63.19,121.84,84.43
11/9/2012,52.8,138.16,41,27.6,62.98,121.54,84.43
11/12/2012,52.755,138.265,41.155,27.47,62.88,121.56,84.43
11/13/2012,52.5,137.79,40.78,27.42,62.68,121.61,84.44
11/14/2012,51.95,135.9299,40.155,27.5,61.46,121.86,84.46
11/15/2012,52.1199,135.7,40.29,27.39,61.19,121.62,84.46
11/16/2012,52.09,136.37,40.41,27.51,61.89,121.66,84.46
11/19/2012,53.215,139.13,41.115,28.03,62.47,122.04,84.45
11/20/2012,53.3,139.19,41.035,27.84,62.86,121.66,84.43
11/21/2012,53.39,139.45,40.96,27.96,62.82,121.75,84.42
11/22/2012,53.39,139.45,40.96,27.96,62.82,121.75,84.42
11/23/2012,54.54,141.35,41.63,28.06,63.33,121.802,84.42
11/26/2012,54.41,141.05,41.635,28.02,63.42,122,84.4107
11/27/2012,54.14,140.33,41.2814,27.98,63.08,122.07,84.42
11/28/2012,54.53,141.46,41.51,27.89,62.97,122.05,84.43
11/29/2012,55,142.12,41.815,28.08,63.3788,122.14,84.43
11/30/2012,55.07,142.155,41.785,28.1,63.63,122.13,84.44
12/3/2012,55.14,141.45,41.77,28.17,63.81,121.89,84.43
12/4/2012,55.275,141.25,41.8901,27.92,63.73,122,84.43
12/5/2012,55.36,141.5,42.3391,27.89,63.56,122.25,84.45
12/6/2012,55.47,141.98,42.66,27.64,64.12,122.2302,84.45
12/7/2012,55.495,142.415,42.785,27.61,64.38,121.94,84.45
12/10/2012,55.549,142.473,43.0309,27.5497,64.38,122.05,84.45
12/11/2012,55.87,143.44,43.25,27.5,64.46,121.6,84.45
12/12/2012,56.05,143.51,43.38,27.63,64.42,121.23,84.44
12/13/2012,55.88,142.63,43.19,27.38,63.99,121.0396,84.44
12/14/2012,56.076,142.1051,43.38,27.55,63.91,121.13,84.46
12/17/2012,56.315,143.77,43.495,27.53,64.31,120.74,84.44
12/18/2012,56.28,145.37,43.53,27.6,64.9698,120.44,84.39
12/19/2012,56.4829,144.29,43.51,27.7,64.09,120.91,84.41
12/20/2012,56.86,145.12,43.77,27.57,64.82,121.03,84.4
12/21/2012,56.51,142.79,43.265,27.52,64.62,121.24,84.41
12/24/2012,56.36,142.35,43.18,27.43,64.71,121.16,84.41
12/25/2012,56.36,142.35,43.18,27.43,64.71,121.16,84.41
12/26/2012,56.35,141.75,43.305,27.71,64.39,120.97,84.39
12/27/2012,56.61,141.5616,43.5431,27.71,64.47,121.36,84.42
12/28/2012,56.01,140.03,43.7,27.63,64.08,121.63,84.42
12/31/2012,56.86,142.41,44.35,27.78,64.67,120.99,84.42
1/1/2013,56.86,142.41,44.35,27.78,64.67,120.99,84.42
1/2/2013,57.745,146.06,45.225,27.88,65.72,121.27,84.4
1/3/2013,57.18,145.7341,44.9024,27.65,65.72,120.61,84.4
1/4/2013,57.47,146.37,44.99,27.53,66.12,120.55,84.41
1/7/2013,57.2201,145.9695,44.65,27.58,66.22,120.75,84.41
1/8/2013,56.9,145.5496,44.25,27.65,66.09,120.86,84.42
1/9/2013,57.19,145.92,44.44,27.61,66.34,120.82,84.45
1/10/2013,57.92,147.08,44.825,27.71,66.5,120.88,84.44
1/11/2013,58.04,147.07,44.47,27.59,66.49,121.1,84.43
1/14/2013,58.11,146.97,44.66,27.77,66.59,120.86,84.43
1/15/2013,58.02,147.07,44.47,27.65,66.9,120.76,84.44
1/16/2013,57.74,147.05,44.43,27.68,66.83,120.76,84.44
1/17/2013,58.21,148,44.678,27.8,66.98,120.55,84.43
1/18/2013,58.15,148.33,44.775,27.98,67.38,120.67,84.43
1/21/2013,58.15,148.33,44.775,27.98,67.38,120.67,84.43
1/22/2013,58.18,149.13,44.705,28.06,67.72,120.67,84.45
1/23/2013,58.12,149.37,44.47,28.09,67.73,120.82,84.45
1/24/2013,58.4,149.41,44.31,28.07,67.81,120.65,84.45
1/25/2013,59.03,150.25,44.16,28.01,68.09,120.1,84.41
1/28/2013,58.74,150.07,43.85,28,68.16,120,84.38
1/29/2013,59.14,150.66,44.34,28.16,68.29,119.73,84.39
1/30/2013,59.2,150.07,44.13,28.48,67.66,119.33,84.42
1/31/2013,58.98,149.7,44.215,28.47,67.27,119.42,84.43
2/1/2013,59.45,151.24,44.505,28.58,67.72,118.74,84.4
2/4/2013,58.38,149.535,43.92,28.48,67.58,119.14,84.42
2/5/2013,58.65,151.05,43.97,28.59,67.49,118.9,84.42
2/6/2013,58.64,151.16,43.92,28.55,67.61,119.21,84.44
2/7/2013,58.16,150.96,43.53,28.44,67.29,119.25,84.44
2/8/2013,58.53,151.8,43.85,28.55,67.96,119.51,84.45
2/11/2013,58.47,151.77,43.83,28.45,68.03,119.45,84.4222
2/12/2013,58.76,152.02,43.95,28.5,68.43,119.33,84.4
2/13/2013,58.9,152.151,44.17,28.51,68.4,119.05,84.39
2/14/2013,58.58,152.29,44.145,28.47,68.13,119.38,84.4
2/15/2013,58.43,152.11,43.99,28.35,68.21,119.33,84.41
2/18/2013,58.43,152.11,43.99,28.35,68.21,119.33,84.41
2/19/2013,59.12,153.25,44.08,28.24,68.68,119.3,84.4
2/20/2013,58.54,151.34,43.685,27.92,68.1,119.5,84.4
2/21/2013,57.66,150.42,43.09,27.6,67.57,119.69,84.43
2/22/2013,58.49,151.89,43.28,27.6,68.15,119.77,84.43
2/25/2013,57.09,149,42.7,27.47,67,120.48,84.45
2/26/2013,57.55,150.02,42.94,27.42,67.59,120.33,84.47
2/27/2013,58.28,151.91,43.41,27.25,68.11,120.29,84.47
2/28/2013,58.215,151.61,43.205,27.13,68.12,120.33,84.46
3/1/2013,58.1,152.11,43.31,26.94,68.25,120.23,84.46
3/4/2013,58.35,152.92,42.905,26.84,68.76,120.14,84.45
3/5/2013,58.93,154.29,43.415,27.09,69.29,119.94,84.44
3/6/2013,59.08,154.5,43.63,26.94,69.03,119.59,84.43
3/7/2013,59.25,154.776,43.75,27.12,68.78,119.2,84.41
3/8/2013,59.375,155.44,44.13,27.2,68.82,118.78,84.42
3/11/2013,59.56,156.03,43.89,27.22,69.09,118.86,84.41
3/12/2013,59.26,155.68,43.39,27.28,68.84,119.1,84.43
3/13/2013,59.165,155.905,42.98,27.14,68.86,118.99,84.41
3/14/2013,59.75,156.73,43.16,27.34,69.23,119.04,84.41
3/15/2013,59.871,155.83,42.77,27.4,69.26,119.2,84.44
3/18/2013,59.21,154.97,42.285,27.24,69.07,119.49,84.46
3/19/2013,59.03,154.61,41.99,27.04,68.58,119.69,84.45
3/20/2013,59.39,155.69,42.231,27.23,68.98,119.34,84.44
3/21/2013,58.85,154.359,41.8,27.11,68.75,119.46,84.45
3/22/2013,59.36,155.6,41.96,27.16,69.17,119.47,84.43
3/25/2013,58.62,154.95,41.92,27.18,68.54,119.47,84.43
3/26/2013,58.985,156.19,42.52,27.43,69.05,119.55,84.44
3/27/2013,58.7,156.19,42.68,27.57,69.16,119.97,84.46
3/28/2013,58.98,156.67,42.77,27.31,69.48,119.9,84.47
3/29/2013,58.98,156.67,42.77,27.31,69.48,119.9,84.47
4/1/2013,58.17,156.05,42.31,27.31,69.7,119.36,84.46
4/2/2013,58.81,156.82,42.325,27.18,69.88,119.35,84.46
4/3/2013,58.52,155.23,41.83,26.72,69.51,119.83,84.45
4/4/2013,59.045,155.86,41.709,26.69,70.53,120.47,84.48
4/5/2013,58.77,155.158,41.61,26.67,70.72,120.84,84.48
4/8/2013,59,156.21,41.68,26.75,71.38,120.95,84.46
4/9/2013,59.21,156.75,42.09,26.92,71.41,121.07,84.46
4/10/2013,60.085,158.67,42.495,26.86,71.83,120.75,84.46
4/11/2013,60.56,159.19,42.525,26.75,72.18,120.83,84.46
4/12/2013,60.41,158.8,41.875,26.42,72.6,121.43,84.47
4/15/2013,59.22,155.118,40.86,25.63,70.79,121.47,84.48
4/16/2013,60.06,157.41,41.7,25.9,71.91,121.25,84.48
4/17/2013,58.81,155.11,41.035,25.52,71.04,121.42,84.48
4/18/2013,58.63,154.14,41.045,25.79,71.04,121.53,84.48
4/19/2013,59.1,155.48,41.64,25.73,71.86,121.71,84.48
4/22/2013,59.35,156.17,41.84,25.81,71.96,121.75,84.49
4/23/2013,60.19,157.78,42.04,25.65,72.38,121.91,84.48
4/24/2013,60.71,157.88,42.295,25.93,72.61,121.96,84.49
4/25/2013,61.03,158.52,42.67,26.27,72.52,121.89,84.48
4/26/2013,61.0801,158.24,42.24,26.12,72.19,122.33,84.5
4/29/2013,61.86,159.3,42.68,26.47,72.75,122.34,84.52
4/30/2013,61.94,159.68,43.29,26.27,73.46,122.13,84.51
5/1/2013,61.57,158.28,42.82,25.8,72.96,122.31,84.51
5/2/2013,61.76,159.75,43.1601,26.13,73.24,122.31,84.5
5/3/2013,62.55,161.368,43.52,26.42,73.3,121.16,84.47
5/6/2013,62.47,161.78,43.58,26.45,73.59,121.14,84.47
5/7/2013,62.57,162.5999,43.89,26.36,74.02,121.046,84.47
5/8/2013,63.23,163.34,44.23,26.48,74.2,121.16,84.48
5/9/2013,62.62,162.881,43.91,26.47,73.82,120.9,84.47
5/10/2013,62.69,163.41,43.57,26.35,73.84,120.27,84.46
5/13/2013,62.66,163.54,43.17,26.23,73.95,119.96,84.44
5/14/2013,62.78,165.23,43.37,26.14,74.34,119.64,84.44
5/15/2013,63.05,166.115,43.385,26.08,75,120.06,84.45
5/16/2013,62.62,165.34,43.23,26.05,74.76,120.61,84.47
5/17/2013,63.05,166.94,43.42,26.18,75.23,120.09,84.45
5/20/2013,63.4,166.93,43.53,26.35,75.19,119.95,84.46
5/21/2013,63.53,167.17,43.44,26.2,75.54,120.4,84.46
5/22/2013,62.89,165.93,42.96,26.08,73.67,119.45,84.43
5/23/2013,61.99,165.45,42.64,26.2,72.64,119.57,84.45
5/24/2013,61.45,165.308,42.265,26.1,72.36,119.49,84.43
5/27/2013,61.45,165.308,42.265,26.1,72.36,119.49,84.43
5/28/2013,61.61,166.3,42.5,26.34,71.64,118.34,84.37
5/29/2013,61.02,165.22,41.96,26.17,70.21,118.29,84.37
5/30/2013,61.26,165.83,41.96,26.17,69.54,118.44,84.39
5/31/2013,60.07,163.445,41.195,25.86,68.69,117.85,84.38
6/3/2013,60.3,164.35,41.81,26.18,68.86,117.18,84.39
6/4/2013,60.52,163.56,41.3,26.28,68.06,116.72,84.39
6/5/2013,59.17,161.272,40.56,26.16,67.33,116.55,84.4
6/6/2013,59.5,162.73,40.9,26.26,68.59,117.05,84.39
6/7/2013,60.3,164.8,40.69,26.32,68.55,116.59,84.38
6/10/2013,60.36,164.8,40.14,26.22,67.95,116.23,84.35
6/11/2013,59.62,163.098,39.38,25.99,66.91,116.01,84.34
6/12/2013,59.55,161.75,39.11,26.02,65.93,115.61,84.33
6/13/2013,60.46,164.21,39.94,26.19,67.94,116.85,84.37
6/14/2013,59.8,163.175,39.31,26.3,68.11,116.77,84.43
6/17/2013,60.66,164.44,39.67,26.36,68.2,116.6,84.43
6/18/2013,61.09,165.735,39.835,26.41,68.31,116.37,84.43
6/19/2013,59.95,163.45,38.61,26.45,66.26,114.72,84.33
6/20/2013,57.751,159.4,36.88,25.59,63.67,113.135,84.32
6/21/2013,57.94,159.07,37.41,25.43,64.42,112.21,84.245
6/24/2013,57.03,157.06,36.65,25.32,64.01,111.48,84.21
6/25/2013,57.7601,158.575,37.43,25.34,65.19,111.85,84.195
6/26/2013,57.985,160.14,38.02,25.27,65.55,112.7,84.24
6/27/2013,57.41,161.08,38.28,25.26,66.72,113.72,84.29
6/28/2013,57.3,160.42,38.5,25.13,66.43,113.65,84.28
7/1/2013,57.84,161.36,38.62,25.29,66.08,113.58,84.3
7/2/2013,57.55,161.21,37.93,25.39,66.85,113.94,84.31
7/3/2013,57.57,161.28,37.58,25.62,66.56,113.61,84.3
7/4/2013,57.57,161.28,37.58,25.62,66.56,113.61,84.3
7/5/2013,57.84,163.02,37.34,25.56,65.86,112.17,84.21
7/8/2013,58.2,163.945,37.39,25.69,66.12,113.09,84.27
7/9/2013,58.52,165.13,37.88,25.85,66.96,113.19,84.26
7/10/2013,58.69,165.192,37.52,25.93,66.96,112.86,84.26
7/11/2013,60.21,167.44,39.355,26.06,68.81,114.19,84.33
7/12/2013,59.81,167.51,38.94,26.16,68.36,113.87,84.28
7/15/2013,60.18,168.155,39.34,26.09,68.61,114.6,84.32
7/16/2013,60.14,167.525,39.5,26.12,68.5,114.43,84.33
7/17/2013,60.32,167.9501,39.86,26.1,68.86,114.86,84.36
7/18/2013,60.72,168.87,39.39,26.21,69.29,114.56,84.35
7/19/2013,60.67,169.17,39.275,26.23,69.22,115.19,84.39
7/22/2013,61.01,169.5,39.67,26.21,69.42,115.45,84.39
7/23/2013,61.14,169.14,40.1,26.25,69.39,115.27,84.38
7/24/2013,61.06,168.52,39.69,26.04,68.04,114.71,84.34
7/25/2013,61.18,168.93,39.92,26.01,67.96,114.57,84.39
7/26/2013,60.8,169.11,39.83,25.85,68.14,114.69,84.4
7/29/2013,60.22,168.59,39.33,25.84,67.6,114.5,84.39
7/30/2013,60.21,168.588,39.24,25.75,67.52,114.53,84.4
7/31/2013,60.35,168.71,39.01,25.93,66.59,114.54,84.4
8/1/2013,61.17,170.66,39.715,25.99,66.22,113.28,84.35
8/2/2013,61.67,170.95,39.71,25.89,65.93,113.84,84.41
8/5/2013,61.54,170.7,39.46,25.76,65.89,113.41,84.4
8/6/2013,61.45,169.73,38.96,25.55,65.66,113.48,84.39
8/7/2013,61.18,169.18,38.54,25.38,65.39,113.73,84.41
8/8/2013,61.735,169.8,39.28,25.51,65.45,113.97,84.41
8/9/2013,61.84,169.31,39.36,25.69,66.07,113.97,84.39
8/12/2013,61.67,169.111,39.725,26,65.53,113.91,84.39
8/13/2013,62.07,169.61,39.97,25.99,64.63,113.1,84.35
8/14/2013,62.1,168.74,40.1,26.2,64.49,112.91,84.35
8/15/2013,61.575,166.38,39.64,26.45,63.27,112.11,84.32
8/16/2013,61.691,165.83,39.3,26.46,61.81,111.55,84.33
8/19/2013,61.25,164.77,38.56,26.43,60.97,110.94,84.31
8/20/2013,61.17,165.58,38.49,26.38,62.4,111.62,84.33
8/21/2013,60.45,164.56,37.59,26.35,62.27,110.95,84.28
8/22/2013,61.04,166.06,38.2,26.36,62.62,111.46,84.25
8/23/2013,61.57,166.62,38.65,26.57,63.35,112.21,84.25
8/26/2013,61.12,166,38.23,26.72,63.11,112.44,84.28
8/27/2013,60.08,163.33,37.355,26.98,62.92,112.92,84.32
8/28/2013,60.01,163.91,37.43,27.02,62.62,112.94,84.27
8/29/2013,59.91,164.17,37.725,26.74,62.72,113.05,84.29
8/30/2013,59.17,163.65,38.02,26.66,62.24,113.05,84.3
9/2/2013,59.17,163.65,38.02,26.66,62.24,113.05,84.3
9/3/2013,60.31,164.39,38.26,26.8,61.72,112.24,84.25
9/4/2013,60.85,165.75,38.935,26.57,62.16,111.83,84.17
9/5/2013,60.8,165.96,39.4,26.51,61.63,110.91,84.09
